0	-75.04162
0.01	-73.74142
0.02	-72.44122
0.03	-71.14102
0.04	-69.84082
0.05	-68.54062
0.07	-65.94022
0.08	-64.64002
0.09	-63.33982
0.1	-62.03962
0.11	-60.73942
0.12	-59.4392199999999
0.13	-58.1390199999999
0.14	-56.8388199999999
0.15	-55.5386199999999
0.16	-54.2384199999999
0.17	-52.9382199999999
0.18	-51.6380199999999
0.19	-50.3378199999999
0.2	-49.0376199999999
0.21	-47.7374199999999
0.22	-46.4372199999999
0.23	-45.1370199999999
0.24	-43.8368199999999
0.25	-42.5366199999999
0.26	-41.2364199999999
0.27	-39.9362199999999
0.28	-38.6360199999999
0.29	-37.3358199999999
0.3	-36.0356199999999
0.31	-34.7354199999999
0.32	-33.4352199999999
0.33	-32.1350199999999
0.34	-30.8348199999999
0.35	-29.5346199999999
0.36	-28.2344199999999
0.37	-26.9342199999999
0.38	-25.6340199999999
0.39	-24.3338199999999
0.4	-23.0336199999999
0.41	-21.7334199999999
0.42	-20.4332199999999
0.43	-19.1330199999999
0.44	-17.8328199999999
0.45	-16.5326199999999
0.46	-15.2324199999999
0.47	-13.9322199999999
0.48	-12.6320199999999
0.49	-11.3318199999999
0.5	-10.0316199999999
0.51	-8.73141999999986
0.52	-7.43121999999986
0.53	-6.13101999999986
0.54	-4.83081999999986
0.55	-3.53061999999986
0.56	-2.23041999999986
0.57	-0.930219999999863
0.58	0.369980000000137
0.59	1.67018000000014
0.6	2.97038000000014
0.61	4.27058000000014
0.62	5.57078000000014
0.63	6.87098000000014
0.64	8.17118000000014
0.65	9.47138000000014
0.66	10.7715800000001
0.67	12.0717800000001
0.68	13.3719800000001
0.69	14.6721800000001
0.7	15.9723800000001
0.71	17.2725800000001
0.72	18.5727800000001
0.73	19.8729800000001
0.74	21.1731800000001
0.75	22.4733800000001
0.76	23.7735800000001
0.77	25.0737800000001
0.78	26.3739800000001
0.79	27.6741800000001
0.8	28.9743800000001
0.81	30.2745800000001
0.82	31.5747800000001
0.83	32.8749800000001
0.84	34.1751800000001
0.85	35.4753800000001
0.86	36.7755800000001
0.87	38.0757800000002
0.88	39.3759800000002
0.89	40.6761800000002
0.9	41.9763800000002
0.91	43.2765800000002
0.92	44.5767800000002
0.93	44.5615800000002
0.94	44.5463800000002
0.95	44.5311800000002
0.96	44.5159800000002
0.97	44.5007800000002
0.98	44.4855800000002
0.99	44.4703800000002
1	44.4551800000002
1.01	44.4399800000002
1.02	44.4247800000002
1.03	44.4095800000002
1.04	44.3943800000002
1.05	44.3791800000002
1.06	44.3639800000002
1.07	44.3487800000002
1.08	44.3335800000002
1.09	44.3183800000002
1.1	44.3031800000002
1.11	44.2879800000002
1.12	44.2727800000002
1.13	44.2575800000002
1.14	44.2423800000002
1.15	44.2271800000002
1.16	44.2119800000002
1.17	44.1967800000002
1.18	44.1815800000002
1.19	44.1663800000002
1.2	44.1511800000002
1.21	44.1359800000002
1.22	44.1207800000002
1.23	44.1055800000002
1.24	44.0903800000002
1.25	44.0751800000002
1.26	44.0599800000002
1.27	44.0447800000002
1.28	44.0295800000002
1.29	44.0143800000002
1.3	43.9991800000002
1.31	43.9839800000002
1.32	43.9687800000002
1.33	43.9535800000002
1.34	43.9383800000002
1.35	43.9231800000002
