0	-75.842024
0.01	-74.541824
0.02	-73.241624
0.03	-71.941424
0.04	-70.641224
0.05	-69.341024
0.07	-66.740624
0.08	-65.440424
0.09	-64.140224
0.1	-62.840024
0.11	-61.539824
0.12	-60.2396239999999
0.13	-58.9394239999999
0.14	-57.6392239999999
0.15	-56.3390239999999
0.16	-55.0388239999999
0.17	-53.7386239999999
0.18	-52.4384239999999
0.19	-51.1382239999999
0.2	-49.8380239999999
0.21	-48.5378239999999
0.22	-47.2376239999999
0.23	-45.9374239999999
0.24	-44.6372239999999
0.25	-43.3370239999999
0.26	-42.0368239999999
0.27	-40.7366239999999
0.28	-39.4364239999999
0.29	-38.1362239999999
0.3	-36.8360239999999
0.31	-35.5358239999999
0.32	-34.2356239999999
0.33	-32.9354239999999
0.34	-31.6352239999999
0.35	-30.3350239999999
0.36	-29.0348239999999
0.37	-27.7346239999999
0.38	-26.4344239999999
0.39	-25.1342239999999
0.4	-23.8340239999999
0.41	-22.5338239999999
0.42	-21.2336239999999
0.43	-19.9334239999999
0.44	-18.6332239999999
0.45	-17.3330239999999
0.46	-16.0328239999999
0.47	-14.7326239999999
0.48	-13.4324239999999
0.49	-12.1322239999999
0.5	-10.8320239999999
0.51	-9.53182399999987
0.52	-8.23162399999987
0.53	-6.93142399999986
0.54	-5.63122399999986
0.55	-4.33102399999986
0.56	-3.03082399999986
0.57	-1.73062399999986
0.58	-0.430423999999864
0.59	0.869776000000137
0.6	2.16997600000014
0.61	3.47017600000014
0.62	4.77037600000014
0.63	6.07057600000014
0.64	7.37077600000014
0.65	8.67097600000014
0.66	9.97117600000014
0.67	11.2713760000001
0.68	12.5715760000001
0.69	13.8717760000001
0.7	15.1719760000001
0.71	16.4721760000001
0.72	17.7723760000001
0.73	19.0725760000001
0.74	20.3727760000001
0.75	21.6729760000001
0.76	22.9731760000001
0.77	24.2733760000001
0.78	25.5735760000001
0.79	26.8737760000001
0.8	28.1739760000001
0.81	29.4741760000001
0.82	30.7743760000001
0.83	32.0745760000001
0.84	33.3747760000001
0.85	34.6749760000001
0.86	35.9751760000001
0.87	37.2753760000002
0.88	38.5755760000002
0.89	39.8757760000002
0.9	41.1759760000002
