0	0.013874	0.010697
0.01	0.0274602096346667	0.0036254464005
0.02	0.0407773942036208	-0.00337574406209271
0.03	0.0538308807618635	-0.0103072715127175
0.04	0.0666258908816042	-0.0171698291099541
0.05	0.0791675427409606	-0.0239641031153385
0.07	0.103510739664037	-0.0373505113225564
0.08	0.115322022337702	-0.0439439841764784
0.09	0.126899425866053	-0.0504718508765918
0.1	0.138247581368004	-0.0569347642150612
0.11	0.149371028260142	-0.0633333704886606
0.12	0.160274216072554	-0.0696683095634034
0.13	0.170961506228696	-0.0759402149385293
0.14	0.181437173790026	-0.0821497138098551
0.15	0.191705409166085	-0.0882974271324947
0.16	0.201770319790718	-0.0943839696829552
0.17	0.211635931765102	-0.100409950120615
0.18	0.221306191468244	-0.10637597104859
0.19	0.230784967135584	-0.112282629073994
0.2	0.240076050406343	-0.118130514867603
0.21	0.24918315784023	-0.123920213222918
0.22	0.258109932404117	-0.129652303114648
0.23	0.266859944929272	-0.135327357756607
0.24	0.275436695539746	-0.140945944659035
0.25	0.283843615052465	-0.146508625685354
0.26	0.292084066349606	-0.152015957108347
0.27	0.300161345723795	-0.157468489665793
0.28	0.30807868419667	-0.162866768615537
0.29	0.31583924881133	-0.168211333790017
0.3	0.323446143899201	-0.173502719650251
0.31	0.330902412321805	-0.178741455339278
0.32	0.33821103668795	-0.183928064735076
0.33	0.345374940546813	-0.189063066502951
0.34	0.352396989557399	-0.194146974147402
0.35	0.359279992634843	-0.199180296063473
0.36	0.366026703074016	-0.204163535587592
0.37	0.37263981965088	-0.209097191047907
0.38	0.379121987702033	-0.213981755814115
0.39	0.385475800182882	-0.218817718346805
0.4	0.391703798704861	-0.223605562246301
0.41	0.397808474552106	-0.228345766301024
0.42	0.403792269678009	-0.233038804535367
0.43	0.409657577682024	-0.237685146257106
0.44	0.41540674476715	-0.242285256104324
0.45	0.421042070678434	-0.246839594091876
0.46	0.426565809622907	-0.251348615657396
0.47	0.431980171171294	-0.255812771706836
0.48	0.437287321141874	-0.260232508659558
0.49	0.442489382466837	-0.264608268492977
0.5	0.447588436041483	-0.268940488786761
0.51	0.452586521556614	-0.273229602766584
0.52	0.457485638314431	-0.277476039347456
0.53	0.462287746028287	-0.281680223176609
0.54	0.466994765606599	-0.285842574675965
0.55	0.471608579921235	-0.289963510084176
0.56	0.476131034560688	-0.294043441498254
0.57	0.48056393856834	-0.298082776914773
0.58	0.484909065166102	-0.302081920270674
0.59	0.489168152463726	-0.306041271483661
0.6	0.493342904154075	-0.309961226492187
0.61	0.497434990194618	-0.313842177295052
0.62	0.501446047475445	-0.317684511990603
0.63	0.505377680474034	-0.321488614815545
0.64	0.509231461897074	-0.325254866183361
0.65	0.513008933309563	-0.328983642722359
0.66	0.516711605751456	-0.332675317313331
0.67	0.520340960342103	-0.336330259126844
0.68	0.523898448872715	-0.339948833660155
0.69	0.527385494387104	-0.343531402773764
0.7	0.530803491750913	-0.347078324727598
0.71	0.53415380820959	-0.350589954216838
0.72	0.537437783935295	-0.354066642407388
0.73	0.540656732562998	-0.357508736970994
0.74	0.54381194171594	-0.36091658212001
0.75	0.546904673520709	-0.364290518641818
0.76	0.549936165112101	-0.367630883932913
0.77	0.552907629127995	-0.370938012032633
0.78	0.555820254194422	-0.374212233656573
0.79	0.558675205401033	-0.377453876229651
0.8	0.561473624767152	-0.380663263918853
0.81	0.564216631698596	-0.38384071766565
0.82	0.566905323435455	-0.38698655521809
0.83	0.569540775491002	-0.390101091162578
0.84	0.572124042081912	-0.393184636955328
0.85	0.574656156549968	-0.396237500953517
0.86	0.577138131775403	-0.399259988446112
0.87	0.579570960582074	-0.402252401684409
0.88	0.581955616134602	-0.405215039912249
0.89	0.584293052327649	-0.408148199395949
0.9	0.586584204167491	-0.411052173453926
0.91	0.588829988146036	-0.41392725248603
0.92	0.591031302607427	-0.416773724002585
0.93	0.593189028107397	-0.419591872653139
0.94	0.595304027765499	-0.422381980254928
0.95	0.597377147610372	-0.425144325821062
0.96	0.599409216918157	-0.427879185588421
0.97	0.601401048544221	-0.430586833045285
0.98	0.575631572581648	-0.419337305625346
0.99	0.550372366602434	-0.408199712878156
1	0.52561332658055	-0.397172941035066
1.01	0.501344548563153	-0.386255887409611
1.02	0.477556324708872	-0.375447460287237
1.03	0.454239139404536	-0.364746578816136
1.04	0.431383665458807	-0.354152172899152
1.05	0.408980760371169	-0.343663183086777
1.06	0.387021462674806	-0.333278560471199
1.07	0.365496988351895	-0.322997266581418
1.08	0.344398727319876	-0.312818273279388
1.09	0.323718239987306	-0.302740562657213
1.1	0.303447253877904	-0.292763126935346
1.11	0.28357766032145	-0.282884968361818
1.12	0.264101511210205	-0.273105099112457
1.13	0.245011015819561	-0.263422541192105
1.14	0.226298537691646	-0.25383632633682
1.15	0.207956591580634	-0.244345495917047
1.16	0.189977840458549	-0.234949100841757
1.17	0.172355092580349	-0.225646201463531
1.18	0.155081298607135	-0.216435867484602
1.19	0.138149548786315	-0.207317177863819
1.2	0.121553070187615	-0.198289220724544
1.21	0.105285223993806	-0.189351093263465
1.22	0.0893395028450969	-0.180501901660311
